affy_id	gene
B.223905_at	CCDC135
B.223906_s_at	TEX101
B.223907_s_at	PINX1
B.223908_at	HDAC8
B.223909_s_at	HDAC8
B.223910_at	ERN2
B.223911_at	MGC2664
B.223912_s_at	CLN8
B.223913_s_at	C19orf30
B.223915_at	BCOR
B.223916_s_at	BCOR
B.223917_s_at	SLC39A3
B.223918_at	ACSL6
B.223919_at	P53AIP1
B.223920_s_at	P53AIP1
B.223921_s_at	GBA2
B.223922_x_at	MS4A6A
B.223923_at	C21orf62
B.223924_at	TTC25
B.223925_s_at	LOC767558
B.223926_at	KIF2B
B.223927_at	PCDHB9
B.223928_s_at	GUCA1C
B.223929_s_at	--
B.223930_at	--
B.223931_s_at	CHFR
B.223932_at	MGC12935
B.223933_at	KIF5A
B.223934_at	LOC93349
B.223935_at	TRPM5
B.223936_s_at	FOXP1
B.223937_at	FOXP1
B.223938_at	C1orf49
B.223939_at	SUCNR1
B.223940_x_at	MALAT1
B.223941_at	FBXO24
B.223942_x_at	CHST5
B.223943_s_at	--
B.223944_at	NLRP12
B.223945_x_at	LOC441212
B.223946_at	CRSP3
B.223947_s_at	CRSP3
B.223948_s_at	TMPRSS3
B.223949_at	TMPRSS3
B.223950_s_at	FLYWCH1
B.223951_at	C21orf116
B.223952_x_at	DHRS9
B.223953_s_at	ZBTB37
B.223954_x_at	APBA2BP
B.223955_at	EFCAB4B
B.223956_at	TMPRSS13
B.223957_at	--
B.223958_s_at	DNAL1
B.223959_at	DNAL1
B.223960_s_at	C16orf5
B.223961_s_at	CISH
B.223962_at	TTC29
B.223963_s_at	IGF2BP2
B.223964_x_at	--
B.223965_at	TRSPAP1
B.223966_at	UBE2D3
B.223967_at	ANGPTL6
B.223968_at	ZNF44
B.223969_s_at	RETNLB
B.223970_at	RETNLB
B.223971_at	LOC730421
B.223973_at	--
B.223974_at	MGC11082
B.223975_at	SPRYD5
B.223976_at	FUT10
B.223977_s_at	C18orf2
B.223978_s_at	CRLS1
B.223979_x_at	FTCD
B.223980_s_at	SP110
B.223981_at	NIN
B.223982_s_at	PNPLA8
B.223983_s_at	C19orf12
B.223984_s_at	NUPL1
B.223985_at	FSD1L
B.223986_x_at	DMRT2
B.223987_at	CHRDL2
B.223988_x_at	LOC731602
B.223989_s_at	REXO2
B.223990_at	C4orf17
B.223991_s_at	GALNT2
B.223992_x_at	ZCWPW1
B.223993_s_at	CNIH4
B.223994_s_at	SLC12A9
B.223995_at	SLC12A9
B.223996_s_at	MRPL30
B.223997_at	FNIP1
B.223998_at	TTLL2
B.223999_at	PPIL2
B.224000_at	C2orf16
B.224001_at	FAM135B
B.224002_s_at	FKBP7
B.224003_at	TTTY14
B.224004_at	ZNF226
B.224005_at	--
B.224006_at	--
B.224007_at	HSFY1
B.224008_s_at	KCNK7
B.224009_x_at	DHRS9
B.224010_at	ANAPC11
B.224011_at	--
B.224012_at	ANKRD20A1
B.224013_s_at	SOX7
B.224014_at	ZNF160
B.224015_s_at	MRPS25
B.224016_at	HIPK2
B.224017_at	TBX22
B.224018_s_at	SCD5
B.224019_at	SCD5
B.224020_at	MGC4473
B.224021_at	RP1
B.224022_x_at	WNT16
B.224023_s_at	C3orf10
B.224024_at	ERGIC1
B.224025_s_at	ATG7
B.224026_at	--
B.224027_at	CCL28
B.224028_at	CPA6
B.224029_x_at	SCN11A
B.224030_s_at	--
B.224031_at	--
B.224032_x_at	SPANXA1
B.224033_at	--
B.224034_at	--
B.224035_s_at	BCL2L13
B.224036_s_at	LMBR1
B.224037_at	--
B.224038_at	--
B.224039_at	C12orf25
B.224040_at	TTTY5
B.224041_at	TTTY6
B.224042_at	UPB1
B.224043_s_at	UPB1
B.224044_at	RHOT1
B.224045_x_at	C18orf2
B.224046_s_at	PDE7A
B.224047_at	--
B.224048_at	USP44
B.224049_at	KCNK17
B.224050_s_at	--
B.224051_at	--
B.224052_at	HSFY1
B.224053_s_at	SLC4A9
B.224054_at	--
B.224055_x_at	KCNK7
B.224056_at	--
B.224057_s_at	LOC728944
B.224058_s_at	HSD17B7
B.224059_s_at	NUMBL
B.224060_s_at	DPH5
B.224061_at	INMT
B.224062_x_at	KLK4
B.224063_at	NLN
B.224064_s_at	DHDDS
B.224065_at	HIPK2
B.224066_s_at	HIPK2
B.224067_at	--
B.224068_x_at	RBM22
B.224069_x_at	P2RX2
B.224070_at	tAKR
B.224071_at	IL20
B.224072_s_at	KCNK9
B.224073_at	FLJ20464
B.224074_at	VSX1
B.224075_s_at	VSX1
B.224076_s_at	WHSC1L1
B.224077_at	WHSC1L1
B.224078_at	HIATL2
B.224079_at	IL17C
B.224080_at	--
B.224081_at	--
B.224082_at	--
B.224083_s_at	PRO1596
B.224084_at	--
B.224085_at	--
B.224086_at	--
B.224087_at	--
B.224088_at	NMUR2
B.224089_at	--
B.224090_s_at	TNFRSF19
B.224091_at	--
B.224092_at	BARHL1
B.224093_at	IFNK
B.224094_at	--
B.224095_at	--
B.224096_at	--
B.224097_s_at	F11R
B.224098_at	--
B.224099_at	KCNH7
B.224100_s_at	DPYSL5
B.224101_x_at	MRS2L
B.224102_at	P2RY12
B.224103_at	--
B.224104_at	--
B.224105_x_at	--
B.224106_at	--
B.224107_at	--
B.224108_at	--
B.224109_at	--
B.224110_at	--
B.224111_x_at	KLF16
B.224112_at	--
B.224113_at	CARD14
B.224114_at	--
B.224115_at	--
B.224116_at	--
B.224117_at	LOC284912
B.224118_at	UBE2B
B.224119_at	--
B.224120_at	--
B.224121_x_at	PLEKHB2
B.224122_at	--
B.224123_at	DKFZp434F142
B.224124_at	ZRANB3
B.224125_at	PLEKHN1
B.224126_at	SLC10A7
B.224127_at	--
B.224128_at	C20orf43
B.224129_s_at	HDPY-30
B.224130_s_at	SRA1
B.224131_at	GPR81
B.224132_at	MGC13008
B.224133_at	MGC10955
B.224134_at	MGC10814
B.224135_at	WDR87
B.224136_at	--
B.224137_at	CACNG7
B.224138_at	CBX2
B.224139_at	C11orf76
B.224140_at	NPCDR1
B.224141_at	MGC10701
B.224142_s_at	TTTY8
B.224143_at	TTTY8
B.224144_at	SPTBN4
B.224145_s_at	SPTBN4
B.224146_s_at	ABCC11
B.224147_at	C12orf48
B.224148_at	--
B.224149_x_at	SLMAP
B.224150_s_at	CEP70
B.224151_s_at	AK3
B.224152_s_at	PBRM1
B.224153_s_at	--
B.224154_at	B3GNT2
B.224156_x_at	IL17RB
B.224157_at	KAAG1
B.224158_s_at	DKFZP779L1068
B.224159_x_at	TRIM4
B.224160_s_at	ACAD9
B.224162_s_at	FBXO31
B.224163_s_at	DMAP1
B.224164_at	TPM3
B.224165_s_at	IQCH
B.224166_at	SLC25A2
B.224167_at	SPZ1
B.224168_at	TXNDC2
B.224169_at	NPFFR2
B.224170_s_at	TULP4
B.224171_at	LSM14B
B.224172_at	--
B.224173_s_at	MRPL30
B.224174_at	TTTY11
B.224175_s_at	TRIM34
B.224176_s_at	AXIN2
B.224177_s_at	CXorf26
B.224178_s_at	SOX6
B.224179_s_at	MIOX
B.224180_x_at	LOC51057
B.224181_at	C18orf2
B.224182_x_at	SEMA6B
B.224183_at	C6orf50
B.224184_s_at	BOC
B.224185_at	--
B.224186_s_at	RNF123
B.224187_x_at	HSPA8
B.224188_s_at	XPNPEP3
B.224189_x_at	EHF
B.224190_x_at	NOD1
B.224191_x_at	ROPN1
B.224192_at	FCRL2
B.224193_s_at	FCRL2
B.224194_at	FCRL2
B.224195_at	TTTY12
B.224196_x_at	DPH5
B.224197_s_at	C1QTNF1
B.224198_at	ELA1
B.224199_at	DKK2
B.224200_s_at	RAD18
B.224201_s_at	SUFU
B.224202_at	SUFU
B.224203_at	SUFU
B.224204_x_at	ARNTL2
B.224206_x_at	MYNN
B.224207_x_at	MMP28
B.224208_at	PLEKHA8
B.224209_s_at	GDA
B.224210_s_at	PXMP4
B.224211_at	FOXP3
B.224212_s_at	PCDHA1
B.224213_at	C14orf91
B.224214_at	--
B.224215_s_at	DLL1
B.224216_at	--
B.224217_s_at	FAF1
B.224218_s_at	TRPS1
B.224219_s_at	TRPC4
B.224220_x_at	TRPC4
B.224221_s_at	VAV3
B.224223_s_at	PDE11A
B.224224_s_at	PDE11A
B.224225_s_at	ETV7
B.224226_at	PKD2L2
B.224227_s_at	BDP1
B.224228_s_at	PRDM7
B.224229_s_at	AKT3
B.224230_at	IL1F8
B.224231_at	PRO0471
B.224232_s_at	PRELID1
B.224233_s_at	LOC731059
B.224234_at	--
B.224235_at	--
B.224236_s_at	--
B.224237_at	--
B.224238_at	--
B.224239_at	DEFB103B
B.224240_s_at	CCL28
B.224241_s_at	--
B.224242_at	GALP
B.224243_at	APOA5
B.224244_s_at	APOA5
B.224245_at	INGX
B.224246_at	--
B.224247_s_at	MRPS10
B.224248_x_at	NIP30
B.224249_at	--
B.224250_s_at	SECISBP2
B.224251_at	C10orf79
B.224252_s_at	FXYD5
B.224253_at	--
B.224254_x_at	--
B.224256_at	--
B.224257_s_at	PBOV1
B.224258_at	--
B.224259_at	WNT8A
B.224260_at	--
B.224261_at	--
B.224262_at	IL1F10
B.224263_x_at	ZAN
B.224264_x_at	ZAN
B.224265_s_at	ZAN
B.224267_x_at	ZAN
B.224268_x_at	ZAN
B.224269_at	KRTAP4-12
B.224270_at	--
B.224271_x_at	FKSG43
B.224272_at	RACGAP1P
B.224273_at	C3orf20
B.224274_at	C14orf155
B.224275_at	GPR98
B.224276_at	ZNF33A
B.224277_at	MOP-1
B.224278_at	C2orf14
B.224279_s_at	CABYR
B.224280_s_at	FAM54B
B.224281_s_at	NGRN
B.224282_s_at	AGPAT3
B.224283_x_at	IL18BP
B.224284_x_at	FKSG49
B.224285_at	GPR174
B.224286_at	MFRP
B.224287_at	--
B.224288_x_at	FKSG49
B.224289_s_at	FKSG83
B.224290_at	VN1R3
B.224291_at	CACNG6
B.224292_at	TTTY13
B.224293_at	TTTY10
B.224294_at	--
B.224295_at	--
B.224296_x_at	--
B.224297_s_at	SPTBN4
B.224298_s_at	UBAC2
B.224299_x_at	FTCD
B.224300_x_at	FTCD
B.224301_x_at	H2AFJ
B.224302_s_at	MRPS36
B.224303_x_at	NIN
B.224304_x_at	NIN
B.224305_s_at	NPC1L1
B.224306_at	NPC1L1
B.224307_x_at	MAGI3
B.224308_s_at	INTS2
B.224309_s_at	SUGT1
B.224310_s_at	BCL11B
B.224311_s_at	CAB39
B.224312_x_at	CPSF3L
B.224313_at	AASDHPPT
B.224314_s_at	EGLN1
B.224315_at	DDX20
B.224316_at	KCTD9
B.224318_s_at	FLJ10081
B.224319_s_at	SMCR7L
B.224320_s_at	MCM8
B.224321_at	TMEFF2
B.224322_at	ARID4B
B.224323_s_at	MRO
B.224324_at	MRO
B.224325_at	FZD8
B.224326_s_at	PCGF6
B.224327_s_at	DGAT2
B.224328_s_at	LCE3D
B.224329_s_at	CNFN
B.224330_s_at	MRPL27
B.224331_s_at	MRPL36
B.224332_s_at	MRPL43
B.224333_s_at	MRPS5
B.224334_s_at	MRPL51
B.224335_s_at	BACE1
B.224336_s_at	DUSP16
B.224337_s_at	FZD4
B.224338_s_at	RNF26
B.224339_s_at	ANGPTL1
B.224340_at	--
B.224341_x_at	TLR4
B.224342_x_at	--
B.224343_x_at	OR6C4
B.224344_at	COX6A1
B.224345_x_at	C3orf28
B.224346_at	--
B.224347_x_at	UBE2J2
B.224348_s_at	--
B.224349_at	--
B.224350_at	--
B.224351_at	--
B.224352_s_at	CFL2
B.224354_at	--
B.224355_s_at	MS4A8B
B.224356_x_at	MS4A6A
B.224357_s_at	MS4A4A
B.224358_s_at	MS4A7
B.224359_s_at	HOOK3
B.224360_s_at	PACSIN1
B.224361_s_at	IL17RB
B.224362_at	--
B.224363_at	--
B.224364_s_at	PPIL3
B.224365_s_at	TIGD7
B.224366_s_at	REPS1
B.224367_at	BEX2
B.224368_s_at	NDRG3
B.224369_s_at	FBXO38
B.224370_s_at	CAPS2
B.224371_at	ADAMTSL1
B.224372_at	IQWD1
B.224373_s_at	IQWD1
B.224374_s_at	EMILIN2
B.224375_at	--
B.224376_s_at	C20orf24
B.224377_s_at	RAB18
B.224378_x_at	MAP1LC3A
B.224379_at	FTHL17
B.224380_s_at	TAF7L
B.224383_at	RNF17
B.224384_s_at	RNF17
B.224385_s_at	MOV10L1
B.224387_at	COMMD5
B.224388_s_at	COL25A1
B.224389_s_at	COL25A1
B.224390_s_at	RGS8
B.224391_s_at	SIAE
B.224392_s_at	OPN3
B.224393_s_at	CECR6
B.224394_at	RNF7
B.224395_s_at	RNF7
B.224396_s_at	ASPN
B.224397_s_at	TMTC1
B.224398_at	--
B.224399_at	PDCD1LG2
B.224400_s_at	CHST9
B.224401_s_at	FCRL4
B.224402_s_at	FCRL4
B.224403_at	FCRL4
B.224404_s_at	FCRL5
B.224405_at	FCRL5
B.224406_s_at	FCRL5
B.224407_s_at	RP6-213H19.1
B.224408_at	MCHR2
B.224409_s_at	TSSK6
B.224410_s_at	LMBR1
B.224411_at	PLA2G12B
B.224412_s_at	TRPM6
B.224413_s_at	TM2D2
B.224414_s_at	CARD6
B.224415_s_at	HINT2
B.224416_s_at	MED28
B.224417_at	--
B.224418_x_at	PMCHL1
B.224419_x_at	PMCHL1
B.224421_x_at	PMCHL1
B.224422_x_at	PMCHL1
B.224423_x_at	PMCHL2
B.224424_x_at	LOC644773
B.224425_x_at	LOC644773
B.224426_s_at	LOC644773
B.224427_s_at	PAPOLG
B.224428_s_at	CDCA7
B.224429_x_at	MGC10997
B.224430_s_at	MTO1
B.224431_s_at	SUV420H2
B.224432_at	SH3GLB2
B.224433_s_at	DDX54
B.224434_s_at	MORG1
B.224435_at	C10orf58
B.224436_s_at	NIPSNAP3A
B.224437_s_at	VTA1
B.224438_at	--
B.224439_x_at	RNF7
B.224441_s_at	USP45
B.224442_at	PHF6
B.224443_at	C1orf97
B.224444_s_at	C1orf97
B.224445_s_at	ZFYVE21
B.224446_at	C12orf31
B.224447_s_at	C17orf37
B.224448_s_at	C6orf125
B.224449_at	DDI2
B.224450_s_at	RIOK1
B.224451_x_at	ARHGAP9
B.224452_s_at	MGC12966
B.224453_s_at	ETNK1
B.224454_at	ETNK1
B.224455_s_at	ADPGK
B.224456_s_at	MGC12982
B.224457_at	MGC12982
B.224458_at	C9orf125
B.224459_at	L2HGDH
B.224460_s_at	L2HGDH
B.224461_s_at	AIFM2
B.224462_s_at	CHCHD6
B.224463_s_at	C11orf70
B.224464_s_at	NUDT22
B.224465_s_at	WIBG
B.224466_s_at	LOC644132
B.224467_s_at	PDCD2L
B.224468_s_at	C19orf48
B.224469_s_at	C14orf151
B.224470_at	SEC22C
B.224471_s_at	BTRC
B.224472_x_at	SDF4
B.224473_x_at	LZTS2
B.224474_x_at	SMEK2
B.224475_at	--
B.224476_s_at	MESP1
B.224477_s_at	NUDT16L1
B.224478_s_at	MGC11257
B.224479_s_at	MRPL45
B.224480_s_at	MAG1
B.224481_s_at	HECTD1
B.224482_s_at	RAB11FIP4
B.224483_s_at	MFSD9
B.224484_s_at	BRMS1L
B.224485_s_at	SLC30A2
B.224486_s_at	C15orf41
B.224487_at	--
B.224488_s_at	SPON1
B.224489_at	KIAA1267
B.224490_s_at	KIAA1267
B.224491_at	APOL4
B.224492_s_at	ZNF627
B.224493_x_at	C18orf45
B.224494_x_at	HSD17B14
B.224495_at	TMEM107
B.224496_s_at	TMEM107
B.224497_x_at	HSD17B14
B.224498_x_at	AXIN2
B.224499_s_at	AICDA
B.224500_s_at	MON1A
B.224501_at	C1orf170
B.224502_s_at	KIAA1191
B.224503_s_at	ZCCHC2
B.224504_s_at	BUD13
B.224505_s_at	PLCD4
B.224506_s_at	PPAPDC3
B.224507_s_at	MGC12916
B.224508_at	MGC12916
B.224509_s_at	RTN4IP1
B.224510_s_at	CLPB
B.224511_s_at	TXNL5
B.224512_s_at	LSMD1
B.224513_s_at	UBQLN4
B.224514_x_at	IL17RC
B.224515_at	--
B.224516_s_at	CXXC5
B.224517_at	POLR2J4
B.224518_s_at	ZNF559
B.224519_at	--
B.224520_s_at	BEST3
B.224521_s_at	CCDC77
B.224522_s_at	DCAKD
B.224523_s_at	C3orf26
B.224524_s_at	ASB3
B.224525_s_at	GTPBP9
B.224526_at	FAM79B
B.224527_at	CDH23
B.224528_s_at	KCNIP2
B.224529_s_at	NT5C1A
B.224530_s_at	KCNIP4
B.224531_at	GPR61
B.224532_at	USP26
B.224533_s_at	IFI6
B.224534_at	KREMEN1
B.224535_s_at	MRP63
B.224536_s_at	PCDHGC5
B.224537_at	PCDHGC5
B.224538_s_at	PARD6G
B.224539_s_at	PCDHAC2
B.224540_at	LACRT
B.224542_s_at	NFATC2
B.224543_at	SVEP1
B.224545_at	--
B.224546_at	--
B.224547_at	--
B.224548_at	HES7
B.224549_x_at	--
B.224550_s_at	MRVI1
B.224551_s_at	SPTBN4
B.224552_s_at	KCNK4
B.224553_s_at	TNFRSF18
B.224554_at	GHSR
B.224555_x_at	IL1F7
B.224556_s_at	LHX6
B.224557_x_at	P2RX2
B.224558_s_at	MALAT1
B.224559_at	MALAT1
B.224560_at	TIMP2
B.224561_s_at	MORF4L1
B.224562_at	WASF2
B.224563_at	WASF2
B.224564_s_at	RTN3
B.224565_at	TncRNA
B.224566_at	TncRNA
B.224567_x_at	MALAT1
B.224568_x_at	MALAT1
B.224569_s_at	IRF2BP2
B.224570_s_at	IRF2BP2
B.224571_at	IRF2BP2
B.224572_s_at	IRF2BP2
B.224573_at	MGC71993
B.224574_at	C17orf49
B.224575_at	C3orf10
B.224576_at	ERGIC1
B.224577_at	ERGIC1
B.224578_at	RCC2
B.224579_at	SLC38A1
B.224580_at	SLC38A1
B.224581_s_at	--
B.224582_s_at	--
B.224583_at	COTL1
B.224584_at	C20orf30
B.224585_x_at	ACTG1
B.224586_x_at	SUB1
B.224587_at	SUB1
B.224588_at	XIST
B.224589_at	XIST
B.224590_at	XIST
B.224591_at	HP1BP3
B.224592_x_at	HP1BP3
B.224593_at	ZNF664
B.224594_x_at	ACTB
B.224595_at	SLC44A1
B.224596_at	SLC44A1
B.224597_at	LOC647979
B.224598_at	MGAT4B
B.224599_at	CGGBP1
B.224600_at	CGGBP1
B.224601_at	--
B.224602_at	LOC401152
B.224603_at	--
B.224604_at	LOC401152
B.224605_at	LOC401152
B.224606_at	KLF6
B.224607_s_at	SRP68
B.224608_s_at	VPS25
B.224609_at	SLC44A2
B.224610_at	SNHG1
B.224611_s_at	DNAJC5
B.224612_s_at	DNAJC5
B.224613_s_at	DNAJC5
B.224614_at	DYNC1LI2
B.224615_x_at	HM13
B.224616_at	DYNC1LI2
B.224617_at	ROD1
B.224618_at	ROD1
B.224619_at	CASC4
B.224620_at	MAPK1
B.224621_at	MAPK1
B.224622_at	TBC1D14
B.224623_at	LOC728554
B.224624_at	LRRC8A
B.224625_x_at	SERF2
B.224626_at	SLC35A4
B.224627_at	GBA2
B.224628_at	C2orf30
B.224629_at	LMAN1
B.224630_at	C2orf30
B.224631_at	ZFP91
B.224632_at	GPATCH4
B.224633_s_at	GPATCH4
B.224634_at	GPATCH4
B.224635_s_at	BIRC6
B.224636_at	ZFP91
B.224637_at	--
B.224638_at	UNQ1887
B.224639_at	UNQ1887
B.224640_at	UNQ1887
B.224641_at	FYTTD1
B.224642_at	FYTTD1
B.224643_at	PRRC1
B.224644_at	--
B.224645_at	EIF4EBP2
B.224646_x_at	H19
B.224647_at	--
B.224648_at	GPBP1
B.224649_x_at	--
B.224650_at	MAL2
B.224651_at	CCNY
B.224652_at	CCNY
B.224653_at	EIF4EBP2
B.224654_at	DDX21
B.224655_at	AK3
B.224656_s_at	MTPN
B.224657_at	ERRFI1
B.224658_x_at	PACS1
B.224659_at	SEPN1
B.224660_at	PIGY
B.224661_at	PIGY
B.224662_at	KIF5B
B.224663_s_at	CFL2
B.224664_at	C10orf104
B.224665_at	C10orf104
B.224666_at	NSMCE1
B.224667_x_at	C10orf104
B.224668_at	SYS1
B.224669_at	SYS1
B.224670_at	SYS1
B.224671_at	MRPL10
B.224672_x_at	MESDC2
B.224673_at	LENG8
B.224674_at	TTYH3
B.224675_at	MESDC2
B.224676_at	TMED4
B.224677_x_at	C11orf31
B.224678_at	KIAA1219
B.224679_at	MESDC2
B.224680_at	TMED4
B.224681_at	GNA12
B.224682_at	ANKIB1
B.224683_at	FBXO18
B.224684_at	SNX12
B.224685_at	MLLT4
B.224686_x_at	LRRC37A2
B.224687_at	ANKIB1
B.224688_at	C7orf42
B.224689_at	MANBAL
B.224690_at	C20orf108
B.224691_at	--
B.224692_at	PPP1R15B
B.224693_at	C20orf108
B.224694_at	ANTXR1
B.224695_at	C2orf29
B.224696_s_at	WDR22
B.224697_at	WDR22
B.224698_at	FAM62B
B.224699_s_at	FAM62B
B.224700_at	STT3B
B.224701_at	PARP14
B.224702_at	TMEM167
B.224703_at	WDR22
B.224704_at	TNRC6A
B.224705_s_at	TNRC6A
B.224706_at	KIAA2013
B.224707_at	C5orf32
B.224708_at	KIAA2013
B.224709_s_at	CDC42SE2
B.224710_at	RAB34
B.224711_at	YY1
B.224712_x_at	C19orf42
B.224713_at	MKI67IP
B.224714_at	MKI67IP
B.224715_at	WDR34
B.224716_at	SLC35B2
B.224717_s_at	C19orf42
B.224718_at	YY1
B.224719_s_at	C12orf57
B.224720_at	MIB1
B.224721_at	WDR75
B.224722_at	MIB1
B.224723_x_at	LOC401397
B.224724_at	SULF2
B.224725_at	MIB1
B.224726_at	MIB1
B.224727_at	LOC284361
B.224728_at	ATPAF1
B.224729_s_at	ATPAF1
B.224730_at	WDR68
B.224731_at	HMGB1
B.224732_at	CTF8
B.224733_at	CMTM3
B.224734_at	HMGB1
B.224735_at	CYBASC3
B.224736_at	CCAR1
B.224737_x_at	CCAR1
B.224738_x_at	RPL7L1
B.224739_at	PIM3
B.224740_at	DKFZP686E2158
B.224741_x_at	GAS5
B.224742_at	ABHD12
B.224743_at	IMPAD1
B.224744_at	IMPAD1
B.224745_x_at	OTUD5
B.224746_at	KIAA1522
B.224747_at	UBE2Q2
B.224748_at	WDR68
B.224749_at	ITFG3
B.224750_at	RNF185
B.224751_at	LOC641845
B.224752_at	LOC641845
B.224753_at	CDCA5
B.224754_at	SP1
B.224755_at	--
B.224756_s_at	BAT5
B.224758_at	LOC641845
B.224759_s_at	C12orf23
B.224760_at	SP1
B.224761_at	GNA13
B.224762_at	SERINC2
B.224763_at	RPL37
B.224764_at	ARHGAP21
B.224765_at	MSL-1
B.224766_at	RPL37
B.224767_at	RPL37
B.224768_at	IWS1
B.224769_at	--
B.224770_s_at	NAV1
B.224771_at	NAV1
B.224772_at	NAV1
B.224773_at	NAV1
B.224774_s_at	NAV1
B.224775_at	IWS1
B.224776_at	AGPAT6
B.224777_s_at	PAFAH1B2
B.224778_s_at	--
B.224779_s_at	FAM96A
B.224780_at	RBM17
B.224781_s_at	RBM17
B.224782_at	ZMAT2
B.224783_at	FAM100B
B.224784_at	MLLT6
B.224785_at	FAM100B
B.224786_at	SCOC
B.224787_s_at	RAB18
B.224788_at	ARF6
B.224789_at	WDR40A
B.224790_at	DDEF1
B.224791_at	DDEF1
B.224792_at	TNKS1BP1
B.224793_s_at	TGFBR1
B.224794_s_at	CEECAM1
B.224795_x_at	IGKC
B.224796_at	DDEF1
B.224797_at	ARRDC3
B.224798_s_at	C15orf17
B.224799_at	NDFIP2
B.224800_at	WDFY1
B.224801_at	NDFIP2
B.224802_at	NDFIP2
B.224803_s_at	MRPL20
B.224804_s_at	C15orf17
B.224805_s_at	C15orf17
B.224806_at	TRIM25
B.224807_at	GRAMD1A
B.224808_s_at	C7orf20
B.224809_x_at	TINF2
B.224810_s_at	ANKRD13A
B.224811_at	--
B.224812_at	HIBADH
B.224813_at	WASL
B.224814_at	DPP7
B.224815_at	COMMD7
B.224816_at	C7orf20
B.224817_at	SH3PXD2A
B.224818_at	SORT1
B.224819_at	TCEAL8
B.224820_at	FAM36A
B.224821_at	ABHD14B
B.224822_at	DLC1
B.224823_at	MYLK
B.224824_at	FAM36A
B.224825_at	DNTTIP1
B.224826_at	RP5-1022P6.2
B.224827_at	UBTD2
B.224828_at	CPEB4
B.224829_at	CPEB4
B.224830_at	NUDT21
B.224831_at	CPEB4
B.224832_at	DUSP16
B.224833_at	ETS1
B.224834_at	UBTD2
B.224835_at	RP5-1022P6.2
B.224836_at	TP53INP2
B.224837_at	FOXP1
B.224838_at	FOXP1
B.224839_s_at	GPT2
B.224840_at	FKBP5
B.224841_x_at	GAS5
B.224842_at	SMG1
B.224843_at	SLAIN2
B.224844_at	SLAIN2
B.224845_s_at	SLAIN2
B.224846_at	SHKBP1
B.224847_at	CDK6
B.224848_at	CDK6
B.224849_at	TTC17
B.224850_at	ATAD1
B.224851_at	CDK6
B.224852_at	TTC17
B.224853_at	SLAIN2
B.224854_s_at	SLAIN2
B.224855_at	PYCR2
B.224856_at	FKBP5
B.224857_s_at	POLR1D
B.224858_at	ZDHHC5
B.224859_at	CD276
B.224860_at	C9orf123
B.224861_at	GNAQ
B.224862_at	GNAQ
B.224863_at	GNAQ
B.224864_at	SRA1
B.224865_at	MLSTD2
B.224866_at	MLSTD2
B.224867_at	C1orf151
B.224868_at	ZDHHC5
B.224869_s_at	MRPS25
B.224870_at	KIAA0114
B.224871_at	FAM79A
B.224872_at	DIP2B
B.224873_s_at	MRPS25
B.224874_at	POLR1D
B.224875_at	C5orf24
B.224876_at	C5orf24
B.224877_s_at	MRPS5
B.224878_at	UBFD1
B.224879_at	C9orf123
B.224880_at	RALA
B.224881_at	VKORC1L1
B.224882_at	ACSS1
B.224883_at	PLDN
B.224884_at	AKAP13
B.224885_s_at	KRTCAP2
B.224886_at	LOC339123
B.224887_at	GNPTG
B.224888_at	SELI
B.224889_at	FOXO3
B.224890_s_at	LOC389541
B.224891_at	FOXO3
B.224892_at	PLDN
B.224893_at	--
B.224894_at	YAP1
B.224895_at	YAP1
B.224896_s_at	TTL
B.224897_at	WDR26
B.224898_at	WDR26
B.224899_s_at	LOC728866
B.224900_at	ANKFY1
B.224901_at	SCD5
B.224902_at	PDPR
B.224903_at	CIRH1A
B.224904_at	PDPR
B.224905_at	WDR26
B.224906_at	TMEM16F
B.224907_s_at	SH3GLB2
B.224908_s_at	TTL
B.224909_s_at	PREX1
B.224910_at	CARHSP1
B.224911_s_at	DCBLD2
B.224912_at	TTC7A
B.224913_s_at	TIMM50
B.224914_s_at	CIP29
B.224915_x_at	C20orf199
B.224916_at	TMEM173
B.224917_at	MIRN21
B.224918_x_at	MGST1
B.224919_at	MRPS6
B.224920_x_at	MYADM
B.224921_at	SCAMP2
B.224922_at	CSNK2A2
B.224923_at	TTC7A
B.224924_at	TTC7A
B.224925_at	PREX1
B.224926_at	EXOC4
B.224927_at	KIAA1949
B.224928_at	SETD7
B.224929_at	TMEM173
B.224930_x_at	RPL7A
B.224931_at	SLC41A3
B.224932_at	C22orf16
B.224933_s_at	JMJD1C
B.224934_at	YIPF5
B.224935_at	EIF2S3
B.224936_at	EIF2S3
B.224937_at	PTGFRN
B.224938_at	--
B.224939_at	--
B.224940_s_at	PAPPA
B.224941_at	PAPPA
B.224942_at	PAPPA
B.224943_at	BTBD7
B.224944_at	TMPO
B.224945_at	BTBD7
B.224946_s_at	CCDC115
B.224947_at	RNF26
B.224948_at	MRPS24
B.224949_at	YIPF5
B.224950_at	PTGFRN
B.224951_at	LASS5
B.224952_at	TANC2
B.224953_at	YIPF5
B.224954_at	SHMT1
B.224955_at	TEAD1
B.224956_at	NUFIP2
B.224957_at	LOC497661
B.224958_at	NUFIP2
B.224959_at	SLC26A2
B.224960_at	SCYL2
B.224961_at	SCYL2
B.224962_at	LOC90120
B.224963_at	SLC26A2
